Date;Time;neighbourhood0_LightingFull_activePower_sum;neighbourhood1_LightingFull_activePower_sum;neighbourhood2_LightingFull_activePower_sum;neighbourhood3_LightingFull_activePower_sum;neighbourhood4_LightingFull_activePower_sum;neighbourhood5_LightingFull_activePower_sum;neighbourhood0_RefrigeratorFull_activePower_sum;neighbourhood1_RefrigeratorFull_activePower_sum;neighbourhood2_RefrigeratorFull_activePower_sum;neighbourhood3_RefrigeratorFull_activePower_sum;neighbourhood4_RefrigeratorFull_activePower_sum;neighbourhood5_RefrigeratorFull_activePower_sum;neighbourhood0_FreezerFull_activePower_sum;neighbourhood1_FreezerFull_activePower_sum;neighbourhood2_FreezerFull_activePower_sum;neighbourhood3_FreezerFull_activePower_sum;neighbourhood4_FreezerFull_activePower_sum;neighbourhood5_FreezerFull_activePower_sum;
15/01/1995;00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;54342,200000000244;11257,599999999997;29657,39999999993;33340,39999999992;18399,79999999998;4358,4000000000015;45534,40000000004;10181,599999999999;25956,799999999963;27941,599999999955;15413,599999999986;
15/01/1995;00:00:10;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;53477,40000000025;11257,599999999997;29441,199999999928;33556,599999999926;18399,79999999998;4358,4000000000015;45243,20000000004;10181,599999999999;25956,799999999963;28232,79999999995;15122,399999999985;
15/01/1995;00:00:20;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;53045,000000000255;11257,599999999997;29441,199999999928;33772,79999999992;18399,79999999998;4358,4000000000015;44952,00000000003;10181,599999999999;25665,599999999962;28232,79999999995;15122,399999999985;
15/01/1995;00:00:30;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;53045,000000000255;11473,799999999997;29441,199999999928;33772,79999999992;18183,59999999998;4358,4000000000015;45243,20000000004;10181,599999999999;25374,39999999996;28232,79999999995;14831,199999999986;
15/01/1995;00:00:40;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;53045,000000000255;11473,799999999997;29224,999999999927;33772,79999999992;18183,59999999998;4358,4000000000015;45534,40000000004;10181,599999999999;25374,39999999996;28232,79999999995;14831,199999999986;
15/01/1995;00:00:50;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;53045,000000000255;11473,799999999997;29008,799999999927;33772,79999999992;17967,39999999998;4358,4000000000015;45534,40000000004;10181,599999999999;25374,39999999996;28232,79999999995;14831,199999999986;
15/01/1995;00:01:00;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;52828,80000000026;11473,799999999997;29008,799999999927;33556,59999999992;17967,39999999998;4649,600000000001;46116,80000000004;10181,599999999999;25374,39999999996;28232,79999999995;14539,999999999985;
15/01/1995;00:01:10;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;52612,60000000025;11473,799999999997;28792,599999999926;33340,39999999992;17967,39999999998;4649,600000000001;46116,80000000004;10181,599999999999;25374,39999999996;28232,79999999995;14539,999999999985;
15/01/1995;00:01:20;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;52396,40000000026;11257,599999999997;28792,59999999993;33340,39999999992;17967,39999999998;4649,600000000001;46408,00000000004;10472,8;25374,39999999996;28232,79999999995;14539,999999999985;
15/01/1995;00:01:30;0,0;0,0;0,0;0,0;0,0;0,0;6709,800000000002;52396,40000000026;11257,599999999997;28576,39999999993;33340,39999999992;17534,999999999978;4649,600000000001;46408,00000000004;10472,8;25374,39999999996;28232,79999999995;14539,999999999985;
15/01/1995;00:01:40;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52612,60000000026;11041,399999999996;28576,39999999993;32907,99999999991;17534,999999999978;4649,600000000001;45825,60000000004;10472,8;25083,19999999996;28232,79999999995;14539,999999999985;
15/01/1995;00:01:50;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52612,60000000026;11041,399999999996;28143,999999999927;33124,199999999924;17318,79999999998;4649,600000000001;45534,400000000045;10472,8;24500,799999999963;28232,79999999995;14539,999999999985;
15/01/1995;00:02:00;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52396,400000000234;11041,399999999996;28143,999999999927;32907,99999999991;17534,999999999978;4649,600000000001;45825,60000000005;10181,599999999999;24209,59999999997;28232,79999999995;14539,999999999985;
15/01/1995;00:02:10;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52612,60000000024;11041,399999999996;28360,199999999928;32691,799999999912;17318,79999999998;4649,600000000001;45825,60000000005;10181,599999999999;24209,59999999997;28232,79999999995;15122,399999999987;
15/01/1995;00:02:20;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52612,60000000024;11041,399999999996;28360,199999999928;32259,399999999914;17318,79999999998;4649,600000000001;45534,40000000005;10181,599999999999;24209,59999999997;27941,599999999948;15122,399999999987;
15/01/1995;00:02:30;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52612,60000000026;10825,199999999997;28360,199999999928;32691,79999999991;17318,79999999998;4649,600000000001;46116,80000000005;10181,599999999999;24209,59999999997;27650,399999999947;15122,399999999987;
15/01/1995;00:02:40;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52828,80000000026;11041,399999999996;28143,999999999927;32475,599999999908;17102,599999999984;4649,600000000001;46116,80000000005;9890,400000000001;24209,59999999997;27650,399999999947;15122,399999999987;
15/01/1995;00:02:50;0,0;0,0;0,0;0,0;0,0;0,0;6493,600000000002;52828,80000000026;10825,199999999995;28143,999999999927;32259,399999999907;17102,599999999984;4649,600000000001;46116,80000000005;9599,200000000004;24500,799999999963;27650,399999999947;15122,399999999987;
15/01/1995;00:03:00;0,0;0,0;0,0;0,0;0,0;0,0;6277,400000000002;52612,60000000026;10608,999999999996;28143,999999999927;32259,399999999907;16886,399999999983;4358,4000000000015;46408,00000000006;9599,200000000004;24500,799999999963;27359,199999999946;15122,399999999987;
