Date;Time;neighbourhood0_LightingFull_activePower_sum;neighbourhood1_LightingFull_activePower_sum;neighbourhood2_LightingFull_activePower_sum;neighbourhood3_LightingFull_activePower_sum;neighbourhood4_LightingFull_activePower_sum;neighbourhood5_LightingFull_activePower_sum;neighbourhood0_RefrigeratorFull_activePower_sum;neighbourhood1_RefrigeratorFull_activePower_sum;neighbourhood2_RefrigeratorFull_activePower_sum;neighbourhood3_RefrigeratorFull_activePower_sum;neighbourhood4_RefrigeratorFull_activePower_sum;neighbourhood5_RefrigeratorFull_activePower_sum;neighbourhood0_FreezerFull_activePower_sum;neighbourhood1_FreezerFull_activePower_sum;neighbourhood2_FreezerFull_activePower_sum;neighbourhood3_FreezerFull_activePower_sum;neighbourhood4_FreezerFull_activePower_sum;neighbourhood5_FreezerFull_activePower_sum;
15/01/1995;00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;5845,000000000004;56071,800000000294;12338,599999999995;27711,599999999937;34637,599999999955;16670,199999999975;4940,800000000002;48446,40000000007;10763,999999999998;28868,79999999996;25320,79999999995;14248,79999999999;
15/01/1995;00:00:10;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55855,6000000003;12338,599999999995;27711,599999999937;35069,999999999956;16453,999999999978;4940,800000000002;48446,40000000007;10763,999999999998;27995,199999999957;25029,599999999948;14248,79999999999;
15/01/1995;00:00:20;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55855,6000000003;12770,999999999995;27495,399999999936;34853,79999999996;16670,19999999998;4940,800000000002;48446,40000000007;10763,999999999998;27995,199999999957;25320,799999999952;14248,79999999999;
15/01/1995;00:00:30;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55855,6000000003;12770,999999999995;27279,19999999994;34637,599999999955;16670,19999999998;4649,600000000002;48155,20000000007;10763,999999999998;27995,199999999957;25320,799999999952;14248,79999999999;
15/01/1995;00:00:40;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55423,20000000029;12770,999999999995;27279,19999999994;34205,19999999994;16670,19999999998;4649,600000000002;48155,20000000007;11055,199999999999;27995,199999999957;25320,799999999952;14539,999999999989;
15/01/1995;00:00:50;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55423,20000000029;12554,799999999994;27279,19999999994;33988,99999999994;16670,19999999998;4940,800000000002;47864,00000000006;11055,199999999999;27995,199999999957;25320,799999999952;14539,999999999989;
15/01/1995;00:01:00;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55423,20000000029;12554,799999999994;27279,19999999994;33772,799999999945;16453,999999999978;4940,800000000002;47864,00000000006;11055,199999999999;27995,199999999957;25611,999999999953;14539,999999999989;
15/01/1995;00:01:10;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55423,20000000029;12554,799999999994;27062,999999999938;33772,799999999945;16453,999999999978;4940,800000000002;47572,80000000005;11055,199999999999;28286,399999999958;25611,999999999953;14539,999999999989;
15/01/1995;00:01:20;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55207,00000000029;12554,799999999994;27495,399999999936;33556,59999999994;16453,999999999978;4940,800000000002;47572,80000000006;11055,199999999999;28286,399999999958;25611,999999999953;14539,999999999989;
15/01/1995;00:01:30;0,0;0,0;0,0;0,0;0,0;0,0;5412,600000000004;55207,00000000029;12554,799999999994;27279,199999999935;33340,399999999936;16670,19999999998;4940,800000000002;47572,80000000006;11055,199999999999;28286,399999999958;25611,999999999953;14539,999999999989;
