Date;Time;neighbourhood0_LightingFull_activePower_sum;neighbourhood1_LightingFull_activePower_sum;neighbourhood2_LightingFull_activePower_sum;neighbourhood3_LightingFull_activePower_sum;neighbourhood4_LightingFull_activePower_sum;neighbourhood5_LightingFull_activePower_sum;neighbourhood0_RefrigeratorFull_activePower_sum;neighbourhood1_RefrigeratorFull_activePower_sum;neighbourhood2_RefrigeratorFull_activePower_sum;neighbourhood3_RefrigeratorFull_activePower_sum;neighbourhood4_RefrigeratorFull_activePower_sum;neighbourhood5_RefrigeratorFull_activePower_sum;neighbourhood0_FreezerFull_activePower_sum;neighbourhood1_FreezerFull_activePower_sum;neighbourhood2_FreezerFull_activePower_sum;neighbourhood3_FreezerFull_activePower_sum;neighbourhood4_FreezerFull_activePower_sum;neighbourhood5_FreezerFull_activePower_sum;
15/01/1995;00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;57152,8000000003;11257,599999999991;28143,99999999994;34421,39999999996;14724,399999999969;5523,200000000002;46116,80000000005;10472,800000000001;27121,599999999955;28232,79999999994;14539,999999999989;
15/01/1995;00:00:10;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;56720,4000000003;11041,39999999999;28143,99999999994;34421,39999999996;14724,399999999969;5523,200000000002;46116,80000000005;10472,800000000001;26830,399999999954;28232,79999999994;14831,19999999999;
15/01/1995;00:00:20;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;56071,800000000294;11041,39999999999;28143,99999999994;34205,19999999995;14724,399999999969;5523,200000000002;46116,80000000005;10181,600000000002;26539,199999999953;27941,59999999994;14831,19999999999;
15/01/1995;00:00:30;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;55423,20000000029;11041,39999999999;28143,99999999994;34205,19999999995;14724,399999999969;5523,200000000002;46408,000000000044;10181,600000000002;26539,199999999953;27941,59999999994;14831,19999999999;
15/01/1995;00:00:40;0,0;0,0;0,0;0,0;0,0;0,0;4980,200000000002;55207,00000000029;11041,39999999999;28143,99999999994;34637,59999999995;14724,399999999969;5523,200000000002;46408,000000000044;10181,600000000002;26539,199999999953;27941,59999999994;14831,19999999999;
15/01/1995;00:00:50;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;54558,40000000029;11041,39999999999;28143,99999999994;34637,59999999995;14724,399999999969;5523,200000000002;46408,000000000044;10472,800000000001;26830,399999999954;27941,59999999994;14831,19999999999;
15/01/1995;00:01:00;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;54558,40000000029;11041,39999999999;28143,99999999994;34853,79999999995;14724,399999999969;5523,200000000002;46990,40000000007;10472,800000000001;26830,399999999954;27650,39999999994;15122,39999999999;
15/01/1995;00:01:10;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000003;54342,20000000029;11041,39999999999;27711,59999999994;35502,39999999995;14724,399999999969;5232,000000000002;46408,000000000065;10472,800000000001;26830,399999999954;27650,39999999994;15122,39999999999;
15/01/1995;00:01:20;0,0;0,0;0,0;0,0;0,0;0,0;4980,200000000002;54558,400000000285;11257,599999999988;27495,39999999994;35718,59999999996;14940,599999999968;5232,000000000002;46408,000000000065;10472,800000000001;26830,399999999954;27359,19999999994;15122,39999999999;
15/01/1995;00:01:30;0,0;0,0;0,0;0,0;0,0;0,0;4980,200000000002;54774,6000000003;11473,799999999988;27495,39999999994;35502,39999999995;14940,599999999968;5232,000000000002;46699,20000000007;10181,600000000002;26830,399999999954;27359,19999999994;15122,39999999999;
15/01/1995;00:01:40;0,0;0,0;0,0;0,0;0,0;0,0;4980,200000000002;54558,4000000003;11473,799999999988;27279,19999999994;35502,39999999995;14940,599999999966;5232,000000000002;46699,20000000007;10472,800000000001;26830,399999999954;27359,19999999994;15122,39999999999;
15/01/1995;00:01:50;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;54774,6000000003;11473,799999999988;27711,59999999994;35502,39999999995;14940,599999999966;5232,000000000002;46699,20000000007;10472,800000000001;26830,399999999954;27067,999999999938;15413,599999999991;
15/01/1995;00:02:00;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;54990,8000000003;11473,799999999988;27495,39999999994;35718,59999999995;14724,399999999965;4940,800000000002;46699,20000000007;10472,800000000001;26830,399999999954;27067,999999999938;15413,599999999991;
15/01/1995;00:02:10;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;55423,2000000003;11257,59999999999;27279,19999999994;35286,199999999946;14724,399999999965;4940,800000000002;46990,40000000007;10472,800000000001;26830,399999999954;27359,19999999994;15413,599999999991;
15/01/1995;00:02:20;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;54990,80000000031;11257,59999999999;27279,19999999994;35286,199999999946;14724,399999999965;4940,800000000002;47281,60000000008;10472,800000000001;27121,599999999955;27359,19999999994;15122,39999999999;
15/01/1995;00:02:30;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;54558,4000000003;11257,59999999999;27279,19999999994;35718,59999999995;14724,399999999965;4940,800000000002;47281,60000000008;10472,800000000001;27121,599999999955;27359,19999999994;15122,39999999999;
15/01/1995;00:02:40;0,0;0,0;0,0;0,0;0,0;0,0;4764,000000000002;54558,4000000003;11257,59999999999;27711,59999999994;35718,59999999995;14724,399999999965;4940,800000000002;47864,00000000007;10472,800000000001;26539,199999999953;27067,99999999994;15122,39999999999;
15/01/1995;00:02:50;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;54126,00000000029;11257,59999999999;27279,19999999994;35718,59999999995;14940,599999999966;4940,800000000002;47864,00000000007;10472,800000000001;26539,199999999953;27067,99999999994;14831,19999999999;
15/01/1995;00:03:00;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;53909,800000000294;11257,59999999999;27279,199999999943;35718,59999999996;14940,599999999966;4940,800000000002;48155,20000000007;10472,800000000001;26539,199999999953;27359,199999999943;14831,19999999999;
15/01/1995;00:03:10;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;53693,6000000003;11257,59999999999;27495,399999999943;35502,39999999995;14940,599999999966;4940,800000000002;47572,80000000006;10181,6;26539,199999999953;27359,199999999943;14539,999999999989;
15/01/1995;00:03:20;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;53261,20000000029;11041,39999999999;27495,399999999943;35286,19999999995;14940,599999999966;4940,800000000002;47864,00000000006;10181,6;26247,999999999953;27067,99999999994;14248,799999999988;
15/01/1995;00:03:30;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;53045,00000000029;11041,39999999999;27495,399999999943;35286,19999999995;14940,599999999966;4940,800000000002;47281,60000000005;10181,6;26539,199999999953;27067,99999999994;13957,599999999988;
15/01/1995;00:03:40;0,0;0,0;0,0;0,0;0,0;0,0;4547,800000000002;52828,80000000029;11041,39999999999;27711,599999999944;35286,19999999995;15156,799999999967;4940,800000000002;47281,60000000005;10181,6;26539,199999999953;27359,199999999946;13957,599999999988;
