Date;Time;
15/01/1995;02:46:00;
15/01/1995;02:46:10;
15/01/1995;02:46:20;
15/01/1995;02:46:30;
15/01/1995;02:46:40;
15/01/1995;02:46:50;
15/01/1995;02:47:00;
15/01/1995;02:47:10;
15/01/1995;02:47:20;
15/01/1995;02:47:30;
15/01/1995;02:47:40;
15/01/1995;02:47:50;
15/01/1995;02:48:00;
15/01/1995;02:48:10;
15/01/1995;02:48:20;
15/01/1995;02:48:30;
15/01/1995;02:48:40;
15/01/1995;02:48:50;
15/01/1995;02:49:00;
15/01/1995;02:49:10;
15/01/1995;02:49:20;
15/01/1995;02:49:30;
15/01/1995;02:49:40;
15/01/1995;02:49:50;
15/01/1995;02:50:00;
15/01/1995;02:50:10;
15/01/1995;02:50:20;
15/01/1995;02:50:30;
15/01/1995;02:50:40;
15/01/1995;02:50:50;
15/01/1995;02:51:00;
15/01/1995;02:51:10;
15/01/1995;02:51:20;
15/01/1995;02:51:30;
15/01/1995;02:51:40;
15/01/1995;02:51:50;
15/01/1995;02:52:00;
15/01/1995;02:52:10;
15/01/1995;02:52:20;
15/01/1995;02:52:30;
15/01/1995;02:52:40;
15/01/1995;02:52:50;
15/01/1995;02:53:00;
15/01/1995;02:53:10;
15/01/1995;02:53:20;
15/01/1995;02:53:30;
15/01/1995;02:53:40;
15/01/1995;02:53:50;
15/01/1995;02:54:00;
15/01/1995;02:54:10;
15/01/1995;02:54:20;
15/01/1995;02:54:30;
15/01/1995;02:54:40;
15/01/1995;02:54:50;
15/01/1995;02:55:00;
15/01/1995;02:55:10;
15/01/1995;02:55:20;
15/01/1995;02:55:30;
15/01/1995;02:55:40;
15/01/1995;02:55:50;
15/01/1995;02:56:00;
15/01/1995;02:56:10;
15/01/1995;02:56:20;
15/01/1995;02:56:30;
15/01/1995;02:56:40;
15/01/1995;02:56:50;
15/01/1995;02:57:00;
15/01/1995;02:57:10;
15/01/1995;02:57:20;
15/01/1995;02:57:30;
15/01/1995;02:57:40;
15/01/1995;02:57:50;
15/01/1995;02:58:00;
15/01/1995;02:58:10;
15/01/1995;02:58:20;
15/01/1995;02:58:30;
15/01/1995;02:58:40;
15/01/1995;02:58:50;
15/01/1995;02:59:00;
15/01/1995;02:59:10;
15/01/1995;02:59:20;
15/01/1995;02:59:30;
15/01/1995;02:59:40;
15/01/1995;02:59:50;
15/01/1995;03:00:00;
15/01/1995;03:00:10;
15/01/1995;03:00:20;
15/01/1995;03:00:30;
15/01/1995;03:00:40;
15/01/1995;03:00:50;
15/01/1995;03:01:00;
15/01/1995;03:01:10;
15/01/1995;03:01:20;
15/01/1995;03:01:30;
15/01/1995;03:01:40;
15/01/1995;03:01:50;
15/01/1995;03:02:00;
15/01/1995;03:02:10;
15/01/1995;03:02:20;
15/01/1995;03:02:30;
15/01/1995;03:02:40;
15/01/1995;03:02:50;
15/01/1995;03:03:00;
15/01/1995;03:03:10;
15/01/1995;03:03:20;
15/01/1995;03:03:30;
15/01/1995;03:03:40;
15/01/1995;03:03:50;
15/01/1995;03:04:00;
15/01/1995;03:04:10;
15/01/1995;03:04:20;
15/01/1995;03:04:30;
15/01/1995;03:04:40;
15/01/1995;03:04:50;
15/01/1995;03:05:00;
15/01/1995;03:05:10;
15/01/1995;03:05:20;
15/01/1995;03:05:30;
15/01/1995;03:05:40;
15/01/1995;03:05:50;
15/01/1995;03:06:00;
15/01/1995;03:06:10;
15/01/1995;03:06:20;
15/01/1995;03:06:30;
15/01/1995;03:06:40;
15/01/1995;03:06:50;
15/01/1995;03:07:00;
15/01/1995;03:07:10;
15/01/1995;03:07:20;
15/01/1995;03:07:30;
15/01/1995;03:07:40;
15/01/1995;03:07:50;
15/01/1995;03:08:00;
15/01/1995;03:08:10;
15/01/1995;03:08:20;
15/01/1995;03:08:30;
15/01/1995;03:08:40;
15/01/1995;03:08:50;
15/01/1995;03:09:00;
15/01/1995;03:09:10;
15/01/1995;03:09:20;
15/01/1995;03:09:30;
15/01/1995;03:09:40;
15/01/1995;03:09:50;
15/01/1995;03:10:00;
15/01/1995;03:10:10;
15/01/1995;03:10:20;
15/01/1995;03:10:30;
15/01/1995;03:10:40;
15/01/1995;03:10:50;
15/01/1995;03:11:00;
15/01/1995;03:11:10;
15/01/1995;03:11:20;
15/01/1995;03:11:30;
15/01/1995;03:11:40;
15/01/1995;03:11:50;
15/01/1995;03:12:00;
15/01/1995;03:12:10;
15/01/1995;03:12:20;
15/01/1995;03:12:30;
15/01/1995;03:12:40;
15/01/1995;03:12:50;
15/01/1995;03:13:00;
15/01/1995;03:13:10;
15/01/1995;03:13:20;
15/01/1995;03:13:30;
15/01/1995;03:13:40;
15/01/1995;03:13:50;
15/01/1995;03:14:00;
15/01/1995;03:14:10;
15/01/1995;03:14:20;
15/01/1995;03:14:30;
15/01/1995;03:14:40;
15/01/1995;03:14:50;
15/01/1995;03:15:00;
15/01/1995;03:15:10;
15/01/1995;03:15:20;
15/01/1995;03:15:30;
15/01/1995;03:15:40;
15/01/1995;03:15:50;
15/01/1995;03:16:00;
15/01/1995;03:16:10;
15/01/1995;03:16:20;
15/01/1995;03:16:30;
15/01/1995;03:16:40;
15/01/1995;03:16:50;
15/01/1995;03:17:00;
15/01/1995;03:17:10;
15/01/1995;03:17:20;
15/01/1995;03:17:30;
15/01/1995;03:17:40;
15/01/1995;03:17:50;
15/01/1995;03:18:00;
15/01/1995;03:18:10;
15/01/1995;03:18:20;
15/01/1995;03:18:30;
15/01/1995;03:18:40;
15/01/1995;03:18:50;
15/01/1995;03:19:00;
15/01/1995;03:19:10;
15/01/1995;03:19:20;
15/01/1995;03:19:30;
15/01/1995;03:19:40;
15/01/1995;03:19:50;
15/01/1995;03:20:00;
15/01/1995;03:20:10;
15/01/1995;03:20:20;
15/01/1995;03:20:30;
15/01/1995;03:20:40;
15/01/1995;03:20:50;
15/01/1995;03:21:00;
15/01/1995;03:21:10;
15/01/1995;03:21:20;
15/01/1995;03:21:30;
15/01/1995;03:21:40;
15/01/1995;03:21:50;
15/01/1995;03:22:00;
15/01/1995;03:22:10;
15/01/1995;03:22:20;
15/01/1995;03:22:30;
15/01/1995;03:22:40;
15/01/1995;03:22:50;
15/01/1995;03:23:00;
15/01/1995;03:23:10;
15/01/1995;03:23:20;
15/01/1995;03:23:30;
15/01/1995;03:23:40;
15/01/1995;03:23:50;
15/01/1995;03:24:00;
15/01/1995;03:24:10;
15/01/1995;03:24:20;
15/01/1995;03:24:30;
15/01/1995;03:24:40;
15/01/1995;03:24:50;
15/01/1995;03:25:00;
15/01/1995;03:25:10;
15/01/1995;03:25:20;
15/01/1995;03:25:30;
15/01/1995;03:25:40;
15/01/1995;03:25:50;
15/01/1995;03:26:00;
15/01/1995;03:26:10;
15/01/1995;03:26:20;
15/01/1995;03:26:30;
15/01/1995;03:26:40;
15/01/1995;03:26:50;
15/01/1995;03:27:00;
15/01/1995;03:27:10;
15/01/1995;03:27:20;
15/01/1995;03:27:30;
15/01/1995;03:27:40;
15/01/1995;03:27:50;
15/01/1995;03:28:00;
15/01/1995;03:28:10;
15/01/1995;03:28:20;
15/01/1995;03:28:30;
15/01/1995;03:28:40;
15/01/1995;03:28:50;
15/01/1995;03:29:00;
15/01/1995;03:29:10;
15/01/1995;03:29:20;
15/01/1995;03:29:30;
15/01/1995;03:29:40;
15/01/1995;03:29:50;
15/01/1995;03:30:00;
15/01/1995;03:30:10;
15/01/1995;03:30:20;
15/01/1995;03:30:30;
15/01/1995;03:30:40;
15/01/1995;03:30:50;
15/01/1995;03:31:00;
15/01/1995;03:31:10;
15/01/1995;03:31:20;
15/01/1995;03:31:30;
15/01/1995;03:31:40;
15/01/1995;03:31:50;
15/01/1995;03:32:00;
15/01/1995;03:32:10;
15/01/1995;03:32:20;
15/01/1995;03:32:30;
15/01/1995;03:32:40;
15/01/1995;03:32:50;
15/01/1995;03:33:00;
15/01/1995;03:33:10;
15/01/1995;03:33:20;
15/01/1995;03:33:30;
15/01/1995;03:33:40;
15/01/1995;03:33:50;
15/01/1995;03:34:00;
15/01/1995;03:34:10;
15/01/1995;03:34:20;
15/01/1995;03:34:30;
15/01/1995;03:34:40;
15/01/1995;03:34:50;
15/01/1995;03:35:00;
15/01/1995;03:35:10;
15/01/1995;03:35:20;
15/01/1995;03:35:30;
15/01/1995;03:35:40;
15/01/1995;03:35:50;
15/01/1995;03:36:00;
15/01/1995;03:36:10;
15/01/1995;03:36:20;
15/01/1995;03:36:30;
15/01/1995;03:36:40;
15/01/1995;03:36:50;
15/01/1995;03:37:00;
15/01/1995;03:37:10;
15/01/1995;03:37:20;
15/01/1995;03:37:30;
15/01/1995;03:37:40;
15/01/1995;03:37:50;
15/01/1995;03:38:00;
15/01/1995;03:38:10;
15/01/1995;03:38:20;
15/01/1995;03:38:30;
15/01/1995;03:38:40;
15/01/1995;03:38:50;
15/01/1995;03:39:00;
15/01/1995;03:39:10;
15/01/1995;03:39:20;
15/01/1995;03:39:30;
15/01/1995;03:39:40;
15/01/1995;03:39:50;
15/01/1995;03:40:00;
15/01/1995;03:40:10;
15/01/1995;03:40:20;
15/01/1995;03:40:30;
15/01/1995;03:40:40;
15/01/1995;03:40:50;
15/01/1995;03:41:00;
15/01/1995;03:41:10;
15/01/1995;03:41:20;
15/01/1995;03:41:30;
15/01/1995;03:41:40;
15/01/1995;03:41:50;
15/01/1995;03:42:00;
15/01/1995;03:42:10;
15/01/1995;03:42:20;
15/01/1995;03:42:30;
15/01/1995;03:42:40;
15/01/1995;03:42:50;
15/01/1995;03:43:00;
15/01/1995;03:43:10;
15/01/1995;03:43:20;
15/01/1995;03:43:30;
15/01/1995;03:43:40;
15/01/1995;03:43:50;
15/01/1995;03:44:00;
15/01/1995;03:44:10;
15/01/1995;03:44:20;
15/01/1995;03:44:30;
15/01/1995;03:44:40;
15/01/1995;03:44:50;
15/01/1995;03:45:00;
15/01/1995;03:45:10;
15/01/1995;03:45:20;
15/01/1995;03:45:30;
15/01/1995;03:45:40;
15/01/1995;03:45:50;
15/01/1995;03:46:00;
15/01/1995;03:46:10;
15/01/1995;03:46:20;
15/01/1995;03:46:30;
15/01/1995;03:46:40;
15/01/1995;03:46:50;
15/01/1995;03:47:00;
15/01/1995;03:47:10;
15/01/1995;03:47:20;
15/01/1995;03:47:30;
15/01/1995;03:47:40;
15/01/1995;03:47:50;
15/01/1995;03:48:00;
15/01/1995;03:48:10;
15/01/1995;03:48:20;
15/01/1995;03:48:30;
15/01/1995;03:48:40;
15/01/1995;03:48:50;
15/01/1995;03:49:00;
15/01/1995;03:49:10;
15/01/1995;03:49:20;
15/01/1995;03:49:30;
15/01/1995;03:49:40;
15/01/1995;03:49:50;
15/01/1995;03:50:00;
15/01/1995;03:50:10;
15/01/1995;03:50:20;
15/01/1995;03:50:30;
15/01/1995;03:50:40;
15/01/1995;03:50:50;
15/01/1995;03:51:00;
15/01/1995;03:51:10;
15/01/1995;03:51:20;
15/01/1995;03:51:30;
15/01/1995;03:51:40;
15/01/1995;03:51:50;
15/01/1995;03:52:00;
15/01/1995;03:52:10;
15/01/1995;03:52:20;
15/01/1995;03:52:30;
15/01/1995;03:52:40;
15/01/1995;03:52:50;
15/01/1995;03:53:00;
15/01/1995;03:53:10;
15/01/1995;03:53:20;
15/01/1995;03:53:30;
15/01/1995;03:53:40;
15/01/1995;03:53:50;
15/01/1995;03:54:00;
15/01/1995;03:54:10;
15/01/1995;03:54:20;
15/01/1995;03:54:30;
15/01/1995;03:54:40;
15/01/1995;03:54:50;
15/01/1995;03:55:00;
15/01/1995;03:55:10;
15/01/1995;03:55:20;
15/01/1995;03:55:30;
15/01/1995;03:55:40;
15/01/1995;03:55:50;
15/01/1995;03:56:00;
15/01/1995;03:56:10;
15/01/1995;03:56:20;
15/01/1995;03:56:30;
15/01/1995;03:56:40;
15/01/1995;03:56:50;
15/01/1995;03:57:00;
15/01/1995;03:57:10;
15/01/1995;03:57:20;
15/01/1995;03:57:30;
15/01/1995;03:57:40;
15/01/1995;03:57:50;
15/01/1995;03:58:00;
15/01/1995;03:58:10;
15/01/1995;03:58:20;
15/01/1995;03:58:30;
15/01/1995;03:58:40;
15/01/1995;03:58:50;
15/01/1995;03:59:00;
15/01/1995;03:59:10;
15/01/1995;03:59:20;
15/01/1995;03:59:30;
15/01/1995;03:59:40;
15/01/1995;03:59:50;
15/01/1995;04:00:00;
15/01/1995;04:00:10;
15/01/1995;04:00:20;
15/01/1995;04:00:30;
15/01/1995;04:00:40;
15/01/1995;04:00:50;
15/01/1995;04:01:00;
15/01/1995;04:01:10;
15/01/1995;04:01:20;
15/01/1995;04:01:30;
15/01/1995;04:01:40;
15/01/1995;04:01:50;
15/01/1995;04:02:00;
15/01/1995;04:02:10;
15/01/1995;04:02:20;
15/01/1995;04:02:30;
15/01/1995;04:02:40;
15/01/1995;04:02:50;
15/01/1995;04:03:00;
15/01/1995;04:03:10;
15/01/1995;04:03:20;
15/01/1995;04:03:30;
15/01/1995;04:03:40;
15/01/1995;04:03:50;
15/01/1995;04:04:00;
15/01/1995;04:04:10;
15/01/1995;04:04:20;
15/01/1995;04:04:30;
15/01/1995;04:04:40;
15/01/1995;04:04:50;
15/01/1995;04:05:00;
15/01/1995;04:05:10;
15/01/1995;04:05:20;
15/01/1995;04:05:30;
15/01/1995;04:05:40;
15/01/1995;04:05:50;
15/01/1995;04:06:00;
15/01/1995;04:06:10;
15/01/1995;04:06:20;
15/01/1995;04:06:30;
15/01/1995;04:06:40;
15/01/1995;04:06:50;
15/01/1995;04:07:00;
15/01/1995;04:07:10;
15/01/1995;04:07:20;
15/01/1995;04:07:30;
15/01/1995;04:07:40;
15/01/1995;04:07:50;
15/01/1995;04:08:00;
15/01/1995;04:08:10;
15/01/1995;04:08:20;
15/01/1995;04:08:30;
15/01/1995;04:08:40;
15/01/1995;04:08:50;
15/01/1995;04:09:00;
15/01/1995;04:09:10;
15/01/1995;04:09:20;
15/01/1995;04:09:30;
15/01/1995;04:09:40;
15/01/1995;04:09:50;
15/01/1995;04:10:00;
15/01/1995;04:10:10;
15/01/1995;04:10:20;
15/01/1995;04:10:30;
15/01/1995;04:10:40;
15/01/1995;04:10:50;
15/01/1995;04:11:00;
15/01/1995;04:11:10;
15/01/1995;04:11:20;
15/01/1995;04:11:30;
15/01/1995;04:11:40;
15/01/1995;04:11:50;
15/01/1995;04:12:00;
15/01/1995;04:12:10;
15/01/1995;04:12:20;
15/01/1995;04:12:30;
15/01/1995;04:12:40;
15/01/1995;04:12:50;
15/01/1995;04:13:00;
15/01/1995;04:13:10;
15/01/1995;04:13:20;
15/01/1995;04:13:30;
15/01/1995;04:13:40;
15/01/1995;04:13:50;
15/01/1995;04:14:00;
15/01/1995;04:14:10;
15/01/1995;04:14:20;
15/01/1995;04:14:30;
15/01/1995;04:14:40;
15/01/1995;04:14:50;
15/01/1995;04:15:00;
15/01/1995;04:15:10;
15/01/1995;04:15:20;
15/01/1995;04:15:30;
15/01/1995;04:15:40;
15/01/1995;04:15:50;
15/01/1995;04:16:00;
15/01/1995;04:16:10;
15/01/1995;04:16:20;
15/01/1995;04:16:30;
15/01/1995;04:16:40;
15/01/1995;04:16:50;
15/01/1995;04:17:00;
15/01/1995;04:17:10;
15/01/1995;04:17:20;
15/01/1995;04:17:30;
15/01/1995;04:17:40;
15/01/1995;04:17:50;
15/01/1995;04:18:00;
15/01/1995;04:18:10;
15/01/1995;04:18:20;
15/01/1995;04:18:30;
15/01/1995;04:18:40;
15/01/1995;04:18:50;
15/01/1995;04:19:00;
15/01/1995;04:19:10;
15/01/1995;04:19:20;
15/01/1995;04:19:30;
15/01/1995;04:19:40;
15/01/1995;04:19:50;
15/01/1995;04:20:00;
15/01/1995;04:20:10;
15/01/1995;04:20:20;
15/01/1995;04:20:30;
15/01/1995;04:20:40;
15/01/1995;04:20:50;
15/01/1995;04:21:00;
15/01/1995;04:21:10;
15/01/1995;04:21:20;
15/01/1995;04:21:30;
15/01/1995;04:21:40;
15/01/1995;04:21:50;
15/01/1995;04:22:00;
15/01/1995;04:22:10;
15/01/1995;04:22:20;
15/01/1995;04:22:30;
15/01/1995;04:22:40;
15/01/1995;04:22:50;
15/01/1995;04:23:00;
15/01/1995;04:23:10;
15/01/1995;04:23:20;
15/01/1995;04:23:30;
15/01/1995;04:23:40;
15/01/1995;04:23:50;
15/01/1995;04:24:00;
15/01/1995;04:24:10;
15/01/1995;04:24:20;
15/01/1995;04:24:30;
15/01/1995;04:24:40;
15/01/1995;04:24:50;
15/01/1995;04:25:00;
15/01/1995;04:25:10;
15/01/1995;04:25:20;
15/01/1995;04:25:30;
15/01/1995;04:25:40;
15/01/1995;04:25:50;
15/01/1995;04:26:00;
15/01/1995;04:26:10;
15/01/1995;04:26:20;
15/01/1995;04:26:30;
15/01/1995;04:26:40;
15/01/1995;04:26:50;
15/01/1995;04:27:00;
15/01/1995;04:27:10;
15/01/1995;04:27:20;
15/01/1995;04:27:30;
15/01/1995;04:27:40;
15/01/1995;04:27:50;
15/01/1995;04:28:00;
15/01/1995;04:28:10;
15/01/1995;04:28:20;
15/01/1995;04:28:30;
15/01/1995;04:28:40;
15/01/1995;04:28:50;
15/01/1995;04:29:00;
15/01/1995;04:29:10;
15/01/1995;04:29:20;
15/01/1995;04:29:30;
15/01/1995;04:29:40;
15/01/1995;04:29:50;
15/01/1995;04:30:00;
15/01/1995;04:30:10;
15/01/1995;04:30:20;
15/01/1995;04:30:30;
15/01/1995;04:30:40;
15/01/1995;04:30:50;
15/01/1995;04:31:00;
15/01/1995;04:31:10;
15/01/1995;04:31:20;
15/01/1995;04:31:30;
15/01/1995;04:31:40;
15/01/1995;04:31:50;
15/01/1995;04:32:00;
15/01/1995;04:32:10;
15/01/1995;04:32:20;
15/01/1995;04:32:30;
15/01/1995;04:32:40;
15/01/1995;04:32:50;
15/01/1995;04:33:00;
15/01/1995;04:33:10;
15/01/1995;04:33:20;
15/01/1995;04:33:30;
15/01/1995;04:33:40;
15/01/1995;04:33:50;
15/01/1995;04:34:00;
15/01/1995;04:34:10;
15/01/1995;04:34:20;
15/01/1995;04:34:30;
15/01/1995;04:34:40;
15/01/1995;04:34:50;
15/01/1995;04:35:00;
15/01/1995;04:35:10;
15/01/1995;04:35:20;
15/01/1995;04:35:30;
15/01/1995;04:35:40;
15/01/1995;04:35:50;
15/01/1995;04:36:00;
15/01/1995;04:36:10;
15/01/1995;04:36:20;
15/01/1995;04:36:30;
15/01/1995;04:36:40;
15/01/1995;04:36:50;
15/01/1995;04:37:00;
15/01/1995;04:37:10;
15/01/1995;04:37:20;
15/01/1995;04:37:30;
15/01/1995;04:37:40;
15/01/1995;04:37:50;
15/01/1995;04:38:00;
15/01/1995;04:38:10;
15/01/1995;04:38:20;
15/01/1995;04:38:30;
15/01/1995;04:38:40;
15/01/1995;04:38:50;
15/01/1995;04:39:00;
15/01/1995;04:39:10;
15/01/1995;04:39:20;
15/01/1995;04:39:30;
15/01/1995;04:39:40;
15/01/1995;04:39:50;
15/01/1995;04:40:00;
15/01/1995;04:40:10;
15/01/1995;04:40:20;
15/01/1995;04:40:30;
15/01/1995;04:40:40;
15/01/1995;04:40:50;
15/01/1995;04:41:00;
15/01/1995;04:41:10;
15/01/1995;04:41:20;
15/01/1995;04:41:30;
15/01/1995;04:41:40;
15/01/1995;04:41:50;
15/01/1995;04:42:00;
15/01/1995;04:42:10;
15/01/1995;04:42:20;
15/01/1995;04:42:30;
15/01/1995;04:42:40;
15/01/1995;04:42:50;
15/01/1995;04:43:00;
15/01/1995;04:43:10;
15/01/1995;04:43:20;
15/01/1995;04:43:30;
15/01/1995;04:43:40;
15/01/1995;04:43:50;
15/01/1995;04:44:00;
15/01/1995;04:44:10;
15/01/1995;04:44:20;
15/01/1995;04:44:30;
15/01/1995;04:44:40;
15/01/1995;04:44:50;
15/01/1995;04:45:00;
15/01/1995;04:45:10;
15/01/1995;04:45:20;
15/01/1995;04:45:30;
15/01/1995;04:45:40;
15/01/1995;04:45:50;
15/01/1995;04:46:00;
15/01/1995;04:46:10;
15/01/1995;04:46:20;
15/01/1995;04:46:30;
15/01/1995;04:46:40;
15/01/1995;04:46:50;
15/01/1995;04:47:00;
15/01/1995;04:47:10;
15/01/1995;04:47:20;
15/01/1995;04:47:30;
15/01/1995;04:47:40;
15/01/1995;04:47:50;
15/01/1995;04:48:00;
15/01/1995;04:48:10;
15/01/1995;04:48:20;
15/01/1995;04:48:30;
15/01/1995;04:48:40;
15/01/1995;04:48:50;
15/01/1995;04:49:00;
15/01/1995;04:49:10;
15/01/1995;04:49:20;
15/01/1995;04:49:30;
15/01/1995;04:49:40;
15/01/1995;04:49:50;
15/01/1995;04:50:00;
15/01/1995;04:50:10;
15/01/1995;04:50:20;
15/01/1995;04:50:30;
15/01/1995;04:50:40;
15/01/1995;04:50:50;
15/01/1995;04:51:00;
15/01/1995;04:51:10;
15/01/1995;04:51:20;
15/01/1995;04:51:30;
15/01/1995;04:51:40;
15/01/1995;04:51:50;
15/01/1995;04:52:00;
15/01/1995;04:52:10;
15/01/1995;04:52:20;
15/01/1995;04:52:30;
15/01/1995;04:52:40;
15/01/1995;04:52:50;
15/01/1995;04:53:00;
15/01/1995;04:53:10;
15/01/1995;04:53:20;
15/01/1995;04:53:30;
15/01/1995;04:53:40;
15/01/1995;04:53:50;
15/01/1995;04:54:00;
15/01/1995;04:54:10;
15/01/1995;04:54:20;
15/01/1995;04:54:30;
15/01/1995;04:54:40;
15/01/1995;04:54:50;
15/01/1995;04:55:00;
15/01/1995;04:55:10;
15/01/1995;04:55:20;
15/01/1995;04:55:30;
15/01/1995;04:55:40;
15/01/1995;04:55:50;
15/01/1995;04:56:00;
15/01/1995;04:56:10;
15/01/1995;04:56:20;
15/01/1995;04:56:30;
15/01/1995;04:56:40;
15/01/1995;04:56:50;
15/01/1995;04:57:00;
15/01/1995;04:57:10;
15/01/1995;04:57:20;
15/01/1995;04:57:30;
15/01/1995;04:57:40;
15/01/1995;04:57:50;
15/01/1995;04:58:00;
15/01/1995;04:58:10;
15/01/1995;04:58:20;
15/01/1995;04:58:30;
15/01/1995;04:58:40;
15/01/1995;04:58:50;
15/01/1995;04:59:00;
15/01/1995;04:59:10;
15/01/1995;04:59:20;
15/01/1995;04:59:30;
15/01/1995;04:59:40;
15/01/1995;04:59:50;
15/01/1995;05:00:00;
15/01/1995;05:00:10;
15/01/1995;05:00:20;
15/01/1995;05:00:30;
15/01/1995;05:00:40;
15/01/1995;05:00:50;
15/01/1995;05:01:00;
15/01/1995;05:01:10;
15/01/1995;05:01:20;
15/01/1995;05:01:30;
15/01/1995;05:01:40;
15/01/1995;05:01:50;
15/01/1995;05:02:00;
15/01/1995;05:02:10;
15/01/1995;05:02:20;
15/01/1995;05:02:30;
15/01/1995;05:02:40;
15/01/1995;05:02:50;
15/01/1995;05:03:00;
15/01/1995;05:03:10;
15/01/1995;05:03:20;
15/01/1995;05:03:30;
15/01/1995;05:03:40;
15/01/1995;05:03:50;
15/01/1995;05:04:00;
15/01/1995;05:04:10;
15/01/1995;05:04:20;
15/01/1995;05:04:30;
15/01/1995;05:04:40;
15/01/1995;05:04:50;
15/01/1995;05:05:00;
15/01/1995;05:05:10;
15/01/1995;05:05:20;
15/01/1995;05:05:30;
15/01/1995;05:05:40;
15/01/1995;05:05:50;
15/01/1995;05:06:00;
15/01/1995;05:06:10;
15/01/1995;05:06:20;
15/01/1995;05:06:30;
15/01/1995;05:06:40;
15/01/1995;05:06:50;
15/01/1995;05:07:00;
15/01/1995;05:07:10;
15/01/1995;05:07:20;
15/01/1995;05:07:30;
15/01/1995;05:07:40;
15/01/1995;05:07:50;
15/01/1995;05:08:00;
15/01/1995;05:08:10;
15/01/1995;05:08:20;
15/01/1995;05:08:30;
15/01/1995;05:08:40;
15/01/1995;05:08:50;
15/01/1995;05:09:00;
15/01/1995;05:09:10;
15/01/1995;05:09:20;
15/01/1995;05:09:30;
15/01/1995;05:09:40;
15/01/1995;05:09:50;
15/01/1995;05:10:00;
15/01/1995;05:10:10;
15/01/1995;05:10:20;
15/01/1995;05:10:30;
15/01/1995;05:10:40;
15/01/1995;05:10:50;
15/01/1995;05:11:00;
15/01/1995;05:11:10;
15/01/1995;05:11:20;
15/01/1995;05:11:30;
15/01/1995;05:11:40;
15/01/1995;05:11:50;
15/01/1995;05:12:00;
15/01/1995;05:12:10;
15/01/1995;05:12:20;
15/01/1995;05:12:30;
15/01/1995;05:12:40;
15/01/1995;05:12:50;
15/01/1995;05:13:00;
15/01/1995;05:13:10;
15/01/1995;05:13:20;
15/01/1995;05:13:30;
15/01/1995;05:13:40;
15/01/1995;05:13:50;
15/01/1995;05:14:00;
15/01/1995;05:14:10;
15/01/1995;05:14:20;
15/01/1995;05:14:30;
15/01/1995;05:14:40;
15/01/1995;05:14:50;
15/01/1995;05:15:00;
15/01/1995;05:15:10;
15/01/1995;05:15:20;
15/01/1995;05:15:30;
15/01/1995;05:15:40;
15/01/1995;05:15:50;
15/01/1995;05:16:00;
15/01/1995;05:16:10;
15/01/1995;05:16:20;
15/01/1995;05:16:30;
15/01/1995;05:16:40;
15/01/1995;05:16:50;
15/01/1995;05:17:00;
15/01/1995;05:17:10;
15/01/1995;05:17:20;
15/01/1995;05:17:30;
15/01/1995;05:17:40;
15/01/1995;05:17:50;
15/01/1995;05:18:00;
15/01/1995;05:18:10;
15/01/1995;05:18:20;
15/01/1995;05:18:30;
15/01/1995;05:18:40;
15/01/1995;05:18:50;
15/01/1995;05:19:00;
15/01/1995;05:19:10;
15/01/1995;05:19:20;
15/01/1995;05:19:30;
15/01/1995;05:19:40;
15/01/1995;05:19:50;
15/01/1995;05:20:00;
15/01/1995;05:20:10;
15/01/1995;05:20:20;
15/01/1995;05:20:30;
15/01/1995;05:20:40;
15/01/1995;05:20:50;
15/01/1995;05:21:00;
15/01/1995;05:21:10;
15/01/1995;05:21:20;
15/01/1995;05:21:30;
15/01/1995;05:21:40;
15/01/1995;05:21:50;
15/01/1995;05:22:00;
15/01/1995;05:22:10;
15/01/1995;05:22:20;
15/01/1995;05:22:30;
15/01/1995;05:22:40;
15/01/1995;05:22:50;
15/01/1995;05:23:00;
15/01/1995;05:23:10;
15/01/1995;05:23:20;
15/01/1995;05:23:30;
15/01/1995;05:23:40;
15/01/1995;05:23:50;
15/01/1995;05:24:00;
15/01/1995;05:24:10;
15/01/1995;05:24:20;
15/01/1995;05:24:30;
15/01/1995;05:24:40;
15/01/1995;05:24:50;
15/01/1995;05:25:00;
15/01/1995;05:25:10;
15/01/1995;05:25:20;
15/01/1995;05:25:30;
15/01/1995;05:25:40;
15/01/1995;05:25:50;
15/01/1995;05:26:00;
15/01/1995;05:26:10;
15/01/1995;05:26:20;
15/01/1995;05:26:30;
15/01/1995;05:26:40;
15/01/1995;05:26:50;
15/01/1995;05:27:00;
15/01/1995;05:27:10;
15/01/1995;05:27:20;
15/01/1995;05:27:30;
15/01/1995;05:27:40;
15/01/1995;05:27:50;
15/01/1995;05:28:00;
15/01/1995;05:28:10;
15/01/1995;05:28:20;
15/01/1995;05:28:30;
15/01/1995;05:28:40;
15/01/1995;05:28:50;
15/01/1995;05:29:00;
15/01/1995;05:29:10;
15/01/1995;05:29:20;
15/01/1995;05:29:30;
15/01/1995;05:29:40;
15/01/1995;05:29:50;
15/01/1995;05:30:00;
15/01/1995;05:30:10;
15/01/1995;05:30:20;
15/01/1995;05:30:30;
15/01/1995;05:30:40;
15/01/1995;05:30:50;
15/01/1995;05:31:00;
15/01/1995;05:31:10;
15/01/1995;05:31:20;
15/01/1995;05:31:30;
15/01/1995;05:31:40;
15/01/1995;05:31:50;
15/01/1995;05:32:00;
15/01/1995;05:32:10;
15/01/1995;05:32:20;
