Date;Time;city_LightingFull_activePower_sum;lg0_LightingFull_activePower_sum;lg1_LightingFull_activePower_sum;lg2_LightingFull_activePower_sum;lg3_LightingFull_activePower_sum;lg4_LightingFull_activePower_sum;lg5_LightingFull_activePower_sum;city_RefrigeratorFull_activePower_sum;lg0_RefrigeratorFull_activePower_sum;lg1_RefrigeratorFull_activePower_sum;lg2_RefrigeratorFull_activePower_sum;lg3_RefrigeratorFull_activePower_sum;lg4_RefrigeratorFull_activePower_sum;lg5_RefrigeratorFull_activePower_sum;city_FreezerFull_activePower_sum;lg0_FreezerFull_activePower_sum;lg1_FreezerFull_activePower_sum;lg2_FreezerFull_activePower_sum;lg3_FreezerFull_activePower_sum;lg4_FreezerFull_activePower_sum;lg5_FreezerFull_activePower_sum;
15/01/1995;00:01:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;152842,4000000001;4331,600000000003;55207,00000000018;12770,999999999996;27279,19999999994;35286,19999999996;17967,39999999998;132007,20000000083;4067,2000000000016;45534,400000000096;9307,999999999996;25956,79999999996;33765,59999999996;13375,19999999999;
15/01/1995;00:01:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;152410,00000000012;4331,600000000003;54990,800000000185;12554,799999999997;27279,19999999994;35286,19999999996;17967,39999999998;132007,20000000083;4067,2000000000016;45243,2000000001;9307,999999999996;25956,79999999996;33765,59999999996;13666,39999999999;
15/01/1995;00:02:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;152193,80000000013;4331,600000000003;54774,60000000018;12338,599999999999;27279,19999999994;35286,19999999996;18183,59999999998;131716,00000000084;4067,2000000000016;44952,000000000095;9307,999999999996;25956,79999999996;33765,59999999996;13666,39999999999;
15/01/1995;00:02:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;151761,40000000014;4331,600000000003;54774,60000000018;12338,599999999999;27279,19999999994;35069,999999999956;17967,39999999998;131716,00000000084;4067,2000000000016;44952,000000000095;9307,999999999996;25956,79999999996;33765,59999999996;13666,39999999999;
15/01/1995;00:02:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;151329,0000000002;4331,600000000003;54558,40000000017;12338,599999999999;27062,99999999994;35069,999999999956;17967,39999999998;132007,20000000086;4067,2000000000016;45243,2000000001;9307,999999999996;25956,79999999996;33765,59999999996;13666,39999999999;
15/01/1995;00:02:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;150896,60000000024;4331,600000000003;54342,20000000017;12338,599999999999;27062,99999999994;34853,79999999995;17967,39999999998;132298,4000000008;4067,2000000000016;45534,40000000009;9307,999999999996;26247,99999999996;33474,399999999965;13666,39999999999;
15/01/1995;00:02:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;150896,6000000003;4331,600000000003;54342,20000000017;12122,399999999998;26846,79999999994;35069,99999999995;18183,59999999998;131716,00000000081;4067,2000000000016;44952,00000000009;9016,800000000001;26247,99999999996;33474,399999999965;13957,59999999999;
15/01/1995;00:02:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;150248,00000000035;4331,600000000003;54126,000000000175;12122,399999999998;26846,79999999994;34853,799999999945;17967,399999999976;131424,80000000083;4067,2000000000016;44952,00000000009;9016,800000000001;26247,99999999996;33474,399999999965;13666,39999999999;
15/01/1995;00:03:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;150248,00000000035;4331,600000000003;54558,40000000019;12122,399999999998;26846,79999999994;34637,59999999995;17751,199999999975;130260,0000000009;4067,2000000000016;44369,60000000008;9016,800000000001;25665,599999999962;33474,399999999965;13666,39999999999;
15/01/1995;00:03:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;149815,60000000038;4547,800000000003;54558,40000000019;11906,199999999997;26414,39999999994;34637,59999999995;17751,199999999975;130551,2000000009;4067,2000000000016;44369,60000000008;9016,800000000001;25956,799999999963;33474,399999999965;13666,39999999999;
15/01/1995;00:03:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;150031,80000000034;4547,800000000003;54774,60000000019;11906,199999999997;26414,39999999994;34637,59999999995;17751,199999999975;130842,4000000009;4067,2000000000016;44660,800000000076;9016,800000000001;25956,799999999963;33474,399999999965;13666,39999999999;
15/01/1995;00:03:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;149167,00000000035;4331,600000000003;54558,40000000019;11906,199999999997;26414,39999999994;34637,59999999995;17318,799999999977;131133,6000000009;4067,2000000000016;44660,800000000076;9016,800000000001;26247,999999999964;33474,399999999965;13666,39999999999;
15/01/1995;00:03:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148086,0000000004;4115,400000000003;54990,80000000019;11689,999999999996;25765,799999999937;34421,39999999994;17102,599999999977;131133,60000000088;4358,400000000002;44660,80000000007;9016,800000000001;26247,999999999964;33183,19999999997;13666,39999999999;
15/01/1995;00:03:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148302,20000000036;4115,400000000003;55207,000000000204;11689,999999999996;25765,799999999937;34421,39999999994;17102,599999999977;131133,60000000088;4358,400000000002;44660,80000000007;9016,800000000001;26247,999999999964;33183,19999999997;13666,39999999999;
15/01/1995;00:04:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148086,00000000038;4115,400000000003;55207,000000000204;11689,999999999996;25981,999999999938;34205,199999999924;16886,399999999976;131716,00000000081;4358,400000000002;44660,80000000007;9307,999999999998;26247,999999999964;33474,399999999965;13666,39999999999;
15/01/1995;00:04:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148302,20000000042;4331,600000000003;55423,2000000002;11689,999999999996;25765,79999999994;33988,99999999992;17102,599999999977;132007,2000000008;4358,400000000002;44952,00000000007;9307,999999999998;26247,999999999964;33183,19999999997;13957,59999999999;
15/01/1995;00:04:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148302,20000000042;4331,600000000003;55423,2000000002;11689,999999999996;25549,59999999994;34205,199999999924;17102,599999999977;132298,40000000078;4358,400000000002;44952,00000000007;9599,199999999997;26247,999999999964;33183,19999999997;13957,59999999999;
15/01/1995;00:04:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;147869,8000000004;4331,600000000003;55423,2000000002;11689,999999999996;25549,59999999994;33988,99999999992;16886,399999999976;131424,80000000083;4358,400000000002;44952,00000000007;9016,800000000003;26247,999999999964;32891,999999999956;13957,59999999999;
15/01/1995;00:04:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;147653,60000000044;4331,600000000003;55423,2000000002;11689,999999999996;25333,39999999994;33988,99999999992;16886,399999999976;131716,00000000081;4358,400000000002;45243,200000000084;9016,800000000003;26247,999999999964;32891,999999999956;13957,59999999999;
15/01/1995;00:04:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148086,0000000004;4331,600000000003;55639,40000000021;11689,999999999996;25333,39999999994;33988,99999999992;17102,599999999977;131424,80000000083;4358,400000000002;45243,200000000084;9016,800000000003;25956,799999999963;32891,999999999956;13957,59999999999;
15/01/1995;00:05:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;148086,0000000004;4331,600000000003;55207,000000000204;11906,199999999997;25333,39999999994;34205,199999999924;17102,599999999977;130842,4000000009;4358,400000000002;44952,00000000007;9016,800000000003;25956,799999999963;32891,999999999956;13666,39999999999;
15/01/1995;00:05:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;147437,40000000046;4331,600000000003;55207,000000000204;11906,199999999997;24900,999999999938;34205,199999999924;16886,399999999976;129677,60000000088;3776,000000000001;44952,00000000007;9016,800000000003;25665,599999999962;32891,999999999956;13375,19999999999;
15/01/1995;00:05:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;147005,00000000047;4331,600000000003;55207,000000000204;11906,199999999997;24468,599999999937;34421,39999999994;16670,19999999998;129386,40000000088;3776,000000000001;44952,00000000007;9016,800000000003;25665,599999999962;32891,999999999956;13083,999999999989;
15/01/1995;00:05:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;146140,20000000048;4331,600000000003;55207,000000000204;11689,999999999998;24036,199999999935;34205,199999999924;16670,19999999998;129968,80000000089;3776,000000000001;45243,20000000008;9016,800000000003;25665,599999999962;33183,19999999997;13083,999999999989;
15/01/1995;00:05:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;145491,60000000053;4331,600000000003;54774,60000000021;11689,999999999998;24036,199999999935;33988,99999999992;16670,19999999998;130260,00000000089;3776,000000000001;45243,20000000008;9016,800000000003;25665,599999999962;33183,19999999997;13375,19999999999;
15/01/1995;00:05:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;145275,40000000055;4331,600000000003;54774,60000000021;11473,8;24036,199999999935;34205,199999999924;16453,999999999978;129386,40000000088;3484,8000000000006;44952,00000000007;9016,800000000003;25665,599999999962;32891,999999999956;13375,19999999999;
15/01/1995;00:06:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143762,00000000058;4331,600000000003;54126,000000000204;11257,6;23819,999999999935;33988,99999999992;16237,799999999977;129968,80000000088;3484,8000000000006;44952,00000000007;9016,800000000003;25956,799999999963;33183,19999999997;13375,19999999999;
15/01/1995;00:06:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143545,80000000063;4331,600000000003;54126,000000000204;11257,6;23819,999999999935;33772,799999999916;16237,799999999977;130260,00000000089;3776,000000000001;45243,20000000007;9016,800000000003;25665,599999999962;33183,19999999997;13375,19999999999;
15/01/1995;00:06:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143978,20000000054;4331,600000000003;54342,20000000021;11257,6;23819,999999999935;33988,99999999992;16237,799999999977;130260,00000000087;3776,000000000001;44952,00000000006;9016,800000000003;25665,599999999962;33474,399999999965;13375,19999999999;
15/01/1995;00:06:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;144626,8000000005;4547,800000000003;54126,00000000021;11257,6;24036,199999999935;34205,199999999924;16453,999999999978;130551,20000000087;3776,000000000001;44660,80000000006;9016,800000000003;25665,599999999962;33765,59999999998;13666,399999999989;
15/01/1995;00:06:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;144843,00000000052;4547,800000000003;54342,200000000215;11257,6;24036,199999999935;34205,199999999924;16453,999999999978;130551,20000000087;3776,000000000001;44660,80000000006;9016,800000000003;25665,599999999962;33765,59999999997;13666,399999999989;
15/01/1995;00:06:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;144843,00000000055;4547,800000000003;54774,60000000021;11257,6;23387,599999999933;34205,199999999924;16670,19999999998;129677,60000000086;3776,000000000001;44369,60000000004;9016,800000000003;25374,39999999996;33474,399999999965;13666,399999999989;
15/01/1995;00:07:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;145059,20000000054;4547,800000000003;54990,80000000022;11257,6;23603,799999999934;34205,199999999924;16453,999999999978;129968,80000000086;3776,000000000001;44369,60000000005;9016,800000000003;25665,599999999962;33474,399999999965;13666,399999999989;
15/01/1995;00:07:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;144194,40000000055;4547,800000000003;54558,40000000021;11257,6;23387,599999999937;33988,99999999992;16453,999999999978;130260,00000000086;3776,000000000001;44369,60000000005;9016,800000000003;25665,599999999962;33765,59999999997;13666,399999999989;
15/01/1995;00:07:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143113,4000000007;4547,800000000003;53909,80000000021;11257,6;23171,399999999936;33772,79999999992;16453,999999999978;130260,00000000086;3776,000000000001;44369,60000000005;9016,800000000003;25665,599999999962;33765,59999999997;13666,399999999989;
15/01/1995;00:07:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143329,60000000062;4547,800000000003;54342,20000000021;11041,4;23387,599999999933;33772,79999999993;16237,799999999977;130551,20000000086;3776,000000000001;44660,80000000005;9016,800000000003;25665,599999999962;34056,799999999974;13375,19999999999;
15/01/1995;00:07:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143329,60000000062;4547,800000000003;54342,20000000021;11041,4;23387,599999999933;33772,79999999993;16237,799999999977;129968,80000000086;3776,000000000001;44660,80000000005;9016,800000000003;25665,599999999962;33765,59999999997;13083,999999999989;
15/01/1995;00:07:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143113,40000000066;4547,800000000003;54126,00000000021;11041,4;23171,399999999932;33772,79999999992;16453,999999999978;129677,60000000086;3776,000000000001;44369,60000000004;9016,800000000003;25665,599999999962;33765,59999999997;13083,999999999989;
15/01/1995;00:08:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;142897,2000000007;4547,800000000003;53909,80000000021;11041,4;23171,399999999932;33772,79999999993;16453,999999999978;128804,00000000087;3776,000000000001;43787,20000000005;9016,800000000003;25374,39999999996;33765,59999999997;13083,999999999989;
15/01/1995;00:08:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143545,80000000063;4547,800000000003;54126,000000000204;11041,4;23387,599999999933;33988,99999999993;16453,999999999978;129677,60000000088;3776,000000000001;44369,600000000064;9308,000000000004;25374,39999999996;33765,59999999997;13083,999999999989;
15/01/1995;00:08:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143545,80000000063;4547,800000000003;53477,40000000021;11041,4;23603,799999999934;34205,19999999993;16670,199999999975;130260,00000000087;3776,000000000001;44369,600000000064;9308,000000000004;25956,799999999963;33765,59999999997;13083,999999999989;
15/01/1995;00:08:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;143113,40000000066;4547,800000000003;53261,200000000186;11041,4;23819,999999999935;33772,79999999993;16670,199999999975;129677,60000000088;3776,000000000001;44369,600000000064;9308,000000000004;25956,799999999963;33183,19999999997;13083,999999999989;
15/01/1995;00:08:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;142897,2000000007;4547,800000000003;53261,200000000186;11041,4;23603,799999999934;33772,79999999993;16670,199999999975;130260,00000000087;3776,000000000001;44952,000000000065;9308,000000000004;25956,799999999963;33183,19999999997;13083,999999999989;
15/01/1995;00:08:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;142464,8000000007;4547,800000000003;53477,400000000205;11041,4;23819,999999999935;33124,199999999924;16453,999999999975;130260,00000000087;3776,000000000001;44952,000000000065;9308,000000000004;25956,799999999963;33183,19999999997;13083,999999999989;
15/01/1995;00:09:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;142032,40000000072;4547,800000000003;53261,20000000019;11041,4;23819,999999999935;32907,99999999991;16453,999999999975;129677,60000000088;3776,000000000001;44952,000000000065;9308,000000000004;25374,39999999996;33183,19999999997;13083,999999999989;
15/01/1995;00:09:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;141600,00000000076;4547,800000000003;53045,00000000019;11041,4;23819,999999999935;32691,799999999916;16453,999999999975;129386,40000000088;3776,000000000001;44660,80000000006;9308,000000000004;25374,39999999996;33183,19999999997;13083,999999999989;
15/01/1995;00:09:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;141167,6000000008;4547,800000000003;52828,80000000019;11257,599999999999;23819,999999999935;32475,59999999992;16237,799999999977;129677,6000000009;3776,000000000001;45243,20000000007;9308,000000000004;25374,39999999996;32891,999999999956;13083,999999999989;
15/01/1995;00:09:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;140086,6000000009;4547,800000000003;52180,2000000002;11257,599999999999;23819,999999999935;32259,399999999918;16021,599999999977;130260,0000000009;3776,000000000001;45534,40000000008;9308,000000000004;25374,39999999996;32891,999999999956;13375,19999999999;
15/01/1995;00:09:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;139438,00000000093;4547,800000000003;52180,2000000002;10825,2;23603,799999999934;32259,399999999918;16021,599999999977;130551,20000000088;3776,000000000001;45243,20000000007;9599,199999999999;25374,39999999996;33183,19999999997;13375,19999999999;
15/01/1995;00:09:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;139438,00000000093;4547,800000000003;52180,2000000002;10825,2;23603,799999999934;32259,399999999918;16021,599999999977;131133,60000000088;3776,000000000001;45243,20000000007;9599,199999999999;25665,599999999962;33183,19999999997;13666,399999999989;
15/01/1995;00:10:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;139005,60000000102;4764,000000000003;51747,80000000021;10609,0;23603,799999999934;32259,399999999918;16021,599999999977;131133,60000000088;3776,000000000001;45243,20000000007;9599,199999999999;25665,599999999962;33183,19999999997;13666,399999999989;
15/01/1995;00:10:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;138573,200000001;4764,000000000003;51531,60000000019;10609,0;23603,799999999934;32475,59999999992;15589,199999999979;130842,40000000088;3776,000000000001;45243,20000000007;9599,199999999999;25665,599999999962;33183,19999999997;13375,199999999988;
15/01/1995;00:10:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;139005,60000000097;4764,000000000003;51747,80000000018;10609,0;23819,999999999935;32475,59999999992;15589,199999999979;130842,40000000088;3776,000000000001;45243,20000000007;9599,199999999999;25956,799999999963;32891,999999999956;13375,199999999988;
15/01/1995;00:10:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;138573,20000000097;4764,000000000003;51747,80000000018;10609,0;23603,799999999937;32475,59999999992;15372,999999999978;130842,40000000088;3776,000000000001;45534,40000000008;9599,199999999999;25956,799999999963;32600,799999999952;13375,199999999988;
15/01/1995;00:10:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;137924,60000000102;4764,000000000003;51747,80000000018;10392,800000000003;23387,599999999937;32259,399999999918;15372,999999999978;130842,4000000009;3776,000000000001;45825,60000000009;9308,000000000004;25956,799999999963;32600,799999999952;13375,199999999988;
15/01/1995;00:10:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;137924,60000000102;4764,000000000003;51747,80000000018;10392,800000000003;23387,599999999937;32475,599999999915;15156,799999999977;130842,4000000009;3776,000000000001;46116,80000000008;9016,800000000003;25956,799999999963;32600,799999999952;13375,199999999988;
15/01/1995;00:11:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;137708,400000001;4764,000000000003;51531,60000000018;10392,800000000003;23171,399999999936;32691,799999999916;15156,799999999977;129677,60000000091;3776,000000000001;46116,80000000008;9016,800000000003;25083,19999999996;32309,59999999995;13375,199999999988;
15/01/1995;00:11:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;136843,60000000114;4764,000000000003;51315,40000000017;10392,800000000003;22738,99999999994;32475,599999999915;15156,799999999977;129968,8000000009;3776,000000000001;46116,80000000008;8725,600000000002;25374,399999999958;32600,799999999952;13375,199999999988;
15/01/1995;00:11:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;136411,20000000112;4980,200000000003;50883,00000000016;10176,600000000002;22738,99999999994;32475,599999999915;15156,799999999977;129968,8000000009;3776,000000000001;46116,8000000001;8725,600000000002;25374,399999999958;32600,799999999956;13375,199999999988;
15/01/1995;00:11:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;136195,0000000011;4980,200000000003;50666,80000000016;10176,600000000002;22522,79999999994;32691,799999999916;15156,799999999977;129677,60000000091;3776,000000000001;46116,80000000009;8725,600000000002;25083,199999999957;32600,799999999956;13375,199999999988;
15/01/1995;00:11:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;135330,20000000123;4980,200000000003;50883,000000000175;9744,2;22306,59999999994;32259,399999999918;15156,799999999977;129386,4000000009;3776,000000000001;45825,60000000008;8725,600000000002;25083,199999999957;32600,799999999956;13375,199999999988;
15/01/1995;00:11:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;134465,40000000125;4980,200000000003;51099,20000000017;9311,8;21874,199999999946;32043,199999999917;15156,799999999977;129677,6000000009;3776,000000000001;45825,60000000008;8725,600000000002;25374,399999999958;32600,799999999956;13375,199999999988;
15/01/1995;00:12:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;133384,40000000142;4547,800000000003;51099,20000000017;9095,600000000006;21874,199999999943;31826,999999999916;14940,59999999998;130260,0000000009;3776,000000000001;46116,80000000009;8725,600000000002;25665,59999999996;32600,799999999956;13375,199999999988;
15/01/1995;00:12:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;133816,80000000139;4547,800000000003;51099,20000000017;9311,8;22090,39999999994;31826,999999999916;14940,59999999998;130260,0000000009;3776,000000000001;46116,80000000009;8725,600000000002;25665,59999999996;32309,599999999955;13666,399999999983;
15/01/1995;00:12:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;133816,8000000014;4547,800000000003;51531,60000000018;9095,600000000006;22090,39999999994;31610,799999999916;14940,59999999998;130260,0000000009;3776,000000000001;46116,80000000009;8725,600000000002;25665,59999999996;32309,599999999955;13666,399999999983;
15/01/1995;00:12:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;133168,20000000147;4547,800000000003;51531,60000000018;8879,400000000005;21874,19999999994;31394,599999999915;14940,59999999998;129677,60000000091;3776,000000000001;46116,80000000009;8725,600000000002;25665,59999999996;31727,199999999953;13666,399999999983;
15/01/1995;00:12:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;132735,80000000147;4547,800000000003;51315,40000000018;8879,400000000005;21225,599999999937;31394,599999999915;15372,999999999975;129677,6000000009;3776,000000000001;46116,80000000008;8725,600000000002;25665,59999999996;31727,199999999953;13666,399999999983;
15/01/1995;00:12:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;131222,40000000154;4331,600000000003;50883,00000000019;8879,400000000005;20793,199999999943;30962,199999999913;15372,999999999975;128512,8000000009;3776,000000000001;45534,40000000006;8434,400000000003;25665,59999999996;31435,999999999953;13666,399999999983;
15/01/1995;00:13:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;130573,80000000166;4331,600000000003;50666,80000000018;8879,400000000005;20576,99999999994;30962,199999999913;15156,799999999974;127930,40000000091;3776,000000000001;45534,40000000006;8434,400000000003;25665,59999999996;30853,59999999995;13666,399999999983;
15/01/1995;00:13:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;130357,60000000165;4331,600000000003;50234,40000000017;8879,400000000005;20793,199999999943;30745,999999999913;15372,999999999975;128221,60000000091;3776,000000000001;45534,40000000006;8434,400000000003;25665,59999999996;30853,59999999995;13957,599999999984;
15/01/1995;00:13:20;0,0;0,0;0,0;0,0;0,0;0,0;0,0;130573,80000000165;4331,600000000003;50234,40000000017;9095,600000000006;20793,199999999943;30745,999999999913;15372,999999999975;127930,40000000091;3776,000000000001;45534,40000000006;8434,400000000003;25665,59999999996;30853,59999999995;13666,399999999987;
15/01/1995;00:13:30;0,0;0,0;0,0;0,0;0,0;0,0;0,0;130141,40000000164;4115,400000000002;50234,40000000017;9095,600000000006;20793,199999999943;30529,799999999916;15372,999999999975;127639,20000000091;3776,000000000001;45534,40000000006;8434,400000000003;25956,79999999996;30271,19999999995;13666,399999999987;
15/01/1995;00:13:40;0,0;0,0;0,0;0,0;0,0;0,0;0,0;129060,40000000164;4115,400000000002;49585,80000000016;9095,600000000006;20576,99999999994;30313,599999999915;15372,999999999975;127639,20000000091;3776,000000000001;45243,200000000055;8434,400000000003;26247,99999999996;29979,99999999995;13957,599999999988;
15/01/1995;00:13:50;0,0;0,0;0,0;0,0;0,0;0,0;0,0;128628,00000000164;4331,600000000003;49153,400000000154;8879,400000000005;20576,99999999994;30313,599999999915;15372,999999999975;127348,00000000092;3776,000000000001;45534,40000000005;8143,200000000005;26247,99999999996;29688,79999999995;13957,599999999988;
15/01/1995;00:14:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;128628,00000000166;4547,800000000003;49153,40000000017;9095,600000000006;20360,79999999994;30313,599999999915;15156,799999999974;127056,8000000009;3776,000000000001;45534,40000000005;8143,200000000005;25956,79999999996;29688,79999999995;13957,599999999988;
15/01/1995;00:14:10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;127979,40000000165;4547,800000000003;48504,80000000016;9095,600000000006;20360,79999999994;30745,999999999916;14724,399999999976;128221,60000000091;3776,000000000001;45825,60000000006;8143,200000000005;26539,19999999996;29688,79999999995;14248,799999999985;
