Date;Time;lg0b1pb_activePower;lg1b1pb_activePower;lg2b1pb_activePower;lg3b1pb_activePower;lg4b1pb_activePower;lg5b1pb_activePower;
15/01/1995;00:35:30;14073,799999999996;138798,20000000022;26655,59999999999;70654,00000000006;80666,60000000008;42542,60000000002;
15/01/1995;00:35:40;14073,799999999996;138798,20000000022;26655,59999999999;70654,00000000006;80666,60000000008;42542,60000000002;
15/01/1995;00:35:50;14073,799999999996;138798,20000000022;26655,59999999999;70654,00000000006;80666,60000000008;42542,60000000002;
15/01/1995;00:36:00;14289,999999999996;139164,4000000002;25931,99999999999;70437,80000000006;81107,80000000008;42542,60000000002;
15/01/1995;00:36:10;14289,999999999996;139164,4000000002;25931,99999999999;70437,80000000006;81107,80000000008;42542,60000000002;
15/01/1995;00:36:20;14289,999999999996;139164,4000000002;25931,99999999999;70437,80000000006;81107,80000000008;42542,60000000002;
15/01/1995;00:36:30;14506,199999999997;137501,00000000017;25424,59999999999;70296,60000000008;80534,20000000008;42251,40000000002;
15/01/1995;00:36:40;14506,199999999997;137501,00000000017;25424,59999999999;70296,60000000008;80534,20000000008;42251,40000000002;
15/01/1995;00:36:50;14506,199999999997;137501,00000000017;25424,59999999999;70296,60000000008;80534,20000000008;42251,40000000002;
15/01/1995;00:37:00;14506,199999999997;137426,00000000017;25133,39999999999;70005,40000000007;79951,80000000009;42758,80000000002;
15/01/1995;00:37:10;14506,199999999997;137426,00000000017;25133,39999999999;70005,40000000007;79951,80000000009;42758,80000000002;
15/01/1995;00:37:20;14506,199999999997;137426,00000000017;25133,39999999999;70005,40000000007;79951,80000000009;42758,80000000002;
15/01/1995;00:37:30;14506,199999999997;137351,00000000017;25715,79999999999;70296,60000000006;79951,80000000009;42833,80000000002;
15/01/1995;00:37:40;14506,199999999997;137351,00000000017;25715,79999999999;70296,60000000006;79951,80000000009;42833,80000000002;
